x1,y1,z1,hemisphere1,network1,network_id1,image1,mdsx1,mdsy1,color1,x2,y2,z2,hemisphere2,network2,network_id2,image2,mdsx2,mdsy2,color2,corr
-45.7,32.2,19.14,L,Frontal-Parietal,3,roi179.png,51.195,-47.245,#FFFB00,7.65,53.42,12.51,R,Default,1,roi593.png,74.013,5.617,#ff2700,-0.408
-45.7,32.2,19.14,L,Frontal-Parietal,3,roi179.png,51.195,-47.245,#FFFB00,41.75,31.83,19.67,R,Frontal-Parietal,3,roi496.png,52.598,40.196,#FFFB00,0.559
-45.7,32.2,19.14,L,Frontal-Parietal,3,roi179.png,51.195,-47.245,#FFFB00,34.59,45.55,-9.37,R,Frontal-Parietal,3,roi515.png,68.624,32.557,#FFFB00,0.538
-45.7,32.2,19.14,L,Frontal-Parietal,3,roi179.png,51.195,-47.245,#FFFB00,2.68,29.25,17.76,R,Salience,8,roi339.png,49.382,1.174,#822082,-0.384
-45.7,32.2,19.14,L,Frontal-Parietal,3,roi179.png,51.195,-47.245,#FFFB00,-11.95,42.92,7.33,L,Salience,8,roi281.png,63.595,-13.802,#822082,-0.442
-45.7,32.2,19.14,L,Frontal-Parietal,3,roi179.png,51.195,-47.245,#FFFB00,-29.64,55.09,4.27,L,Frontal-Parietal,3,roi191.png,75.613,-31.756,#FFFB00,0.529
-45.7,32.2,19.14,L,Frontal-Parietal,3,roi179.png,51.195,-47.245,#FFFB00,-36.65,48.85,3.03,L,Frontal-Parietal,3,roi118.png,69.359,-38.647,#FFFB00,0.629
-45.7,32.2,19.14,L,Frontal-Parietal,3,roi179.png,51.195,-47.245,#FFFB00,-42.37,43.5,-6.67,L,Frontal-Parietal,3,roi199.png,64.749,-44.325,#FFFB00,0.611
-45.7,32.2,19.14,L,Frontal-Parietal,3,roi179.png,51.195,-47.245,#FFFB00,-39.13,39.25,17.98,L,Frontal-Parietal,3,roi180.png,58.454,-40.827,#FFFB00,0.555
-45.7,32.2,19.14,L,Frontal-Parietal,3,roi179.png,51.195,-47.245,#FFFB00,-38.03,34.19,-8.62,L,Frontal-Parietal,3,roi200.png,55.735,-39.811,#FFFB00,0.556
-21.66,31.82,-15.8,L,Frontal-Parietal,3,roi206.png,54.335,-23.447,#FFFB00,50.99,-43.87,3.11,R,Ventral-Attention-Language,7,roi410.png,-21.18,50.852,#007d7d,-0.381
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,40.92,-76.05,23.21,R,Cingulo-opercular,9,roi475.png,-55.178,41.576,#fbfbda,-0.436
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,49.89,-69.99,-0.42,R,Cingulo-opercular,9,roi472.png,-46.914,50.257,#fbfbda,-0.434
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,58.09,-45.7,25.18,R,Cingulo-opercular,9,roi413.png,-24.761,58.141,#fbfbda,-0.401
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,28.63,-44.81,64.76,R,Cingulo-opercular,9,roi467.png,-27.906,28.946,#fbfbda,-0.383
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,21.77,-44.32,70.25,R,Cingulo-opercular,9,roi439.png,-28.035,22.116,#fbfbda,-0.474
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,48.58,-40.18,36.04,R,Cingulo-opercular,9,roi402.png,-20.399,48.597,#fbfbda,-0.458
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,3.3,-37.49,59.52,R,Cingulo-opercular,9,roi350.png,-20.689,3.437,#fbfbda,-0.466
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,56.51,-35.58,19.98,R,Cingulo-opercular,9,roi415.png,-14.265,56.32,#fbfbda,-0.389
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,12.08,-33.66,42.61,R,Cingulo-opercular,9,roi360.png,-15.231,12.02,#fbfbda,-0.381
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,51.86,-29.67,22.25,R,Cingulo-opercular,9,roi484.png,-8.671,51.568,#fbfbda,-0.451
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,9.91,-23.45,42.79,R,Cingulo-opercular,9,roi333.png,-5.122,9.644,#fbfbda,-0.418
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,37.93,-14.32,-4.54,R,Cingulo-opercular,9,roi419.png,8.643,37.143,#fbfbda,-0.386
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,35.88,-2,-10.56,R,Cingulo-opercular,9,roi420.png,21.392,34.802,#fbfbda,-0.401
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,47.39,-0.98,36.22,R,Cingulo-opercular,9,roi491.png,18.606,46.615,#fbfbda,-0.394
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,34.5,2.64,8.3,R,Cingulo-opercular,9,roi434.png,24.355,33.46,#fbfbda,-0.385
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,39.23,16.12,9.95,R,Cingulo-opercular,9,roi424.png,37.738,37.927,#fbfbda,-0.44
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,43.66,40.25,6.65,R,Cingulo-opercular,9,roi427.png,62.15,41.844,#fbfbda,-0.403
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,27.3,40.4,28.59,R,Cingulo-opercular,9,roi586.png,60.064,25.638,#fbfbda,-0.427
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-12.05,-24.75,44.62,L,Somatomotor,10,roi048.png,-7.031,-12.271,#00ffff,-0.405
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-11.05,-45.38,68.4,L,Somatomotor,10,roi038.png,-29.613,-10.688,#00ffff,-0.394
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-25.41,39.8,-9.43,L,Cingulo-opercular,9,roi205.png,61.655,-27.313,#fbfbda,-0.444
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-33.98,36.38,28.87,L,Cingulo-opercular,9,roi289.png,54.762,-35.544,#fbfbda,-0.443
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-33.17,31.17,38.03,L,Cingulo-opercular,9,roi292.png,48.798,-34.565,#fbfbda,-0.443
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-37.3,18.51,7.58,L,Cingulo-opercular,9,roi114.png,38.733,-38.65,#fbfbda,-0.409
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-36.84,-0.12,8.53,L,Cingulo-opercular,9,roi116.png,20.104,-37.806,#fbfbda,-0.412
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-50.14,-1.62,3.65,L,Cingulo-opercular,9,roi185.png,18.755,-51.107,#fbfbda,-0.416
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-37.48,-3.22,-11.01,L,Cingulo-opercular,9,roi111.png,18.691,-38.52,#fbfbda,-0.39
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-53.07,-3.26,11.58,L,Cingulo-opercular,9,roi169.png,16.375,-53.948,#fbfbda,-0.406
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-29.7,-3.64,49.35,L,Cingulo-opercular,9,roi059.png,13.22,-30.312,#fbfbda,-0.401
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-4.89,-4.51,57.77,L,Cingulo-opercular,9,roi052.png,12.142,-5.431,#fbfbda,-0.387
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-29.35,-9.92,50.65,L,Cingulo-opercular,9,roi066.png,6.86,-29.826,#fbfbda,-0.4
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-54.39,-21.23,16.53,L,Cingulo-opercular,9,roi173.png,-1.979,-54.869,#fbfbda,-0.421
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-57.07,-30.86,22.86,L,Cingulo-opercular,9,roi171.png,-12.173,-57.309,#fbfbda,-0.516
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-11.56,-32.76,47.55,L,Cingulo-opercular,9,roi044.png,-15.252,-11.599,#fbfbda,-0.487
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-55.6,-33.17,11.07,L,Cingulo-opercular,9,roi100.png,-13.425,-55.875,#fbfbda,-0.404
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-41.5,-38.79,24.08,L,Cingulo-opercular,9,roi095.png,-19.853,-41.574,#fbfbda,-0.392
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-50.3,-40.08,16.74,L,Cingulo-opercular,9,roi109.png,-20.687,-50.397,#fbfbda,-0.399
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-5.17,-43.16,57.54,L,Cingulo-opercular,9,roi141.png,-26.342,-4.93,#fbfbda,-0.381
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-13.44,-43.64,60.63,L,Cingulo-opercular,9,roi037.png,-27.258,-13.167,#fbfbda,-0.391
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-22.67,-44.12,64.61,L,Cingulo-opercular,9,roi071.png,-28.272,-22.357,#fbfbda,-0.488
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-51.74,-44.77,31.65,L,Cingulo-opercular,9,roi094.png,-26.677,-51.637,#fbfbda,-0.417
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-13.88,-50.52,60.37,L,Cingulo-opercular,9,roi136.png,-34.098,-13.469,#fbfbda,-0.467
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-18.15,-53.39,58.92,L,Cingulo-opercular,9,roi126.png,-36.92,-17.69,#fbfbda,-0.427
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-17.27,-62.46,53.34,L,Cingulo-opercular,9,roi127.png,-45.454,-16.666,#fbfbda,-0.474
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-39.4,-62.98,7.89,L,Cingulo-opercular,9,roi163.png,-42.505,-39.097,#fbfbda,-0.39
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-46.28,-67.62,2.49,L,Cingulo-opercular,9,roi159.png,-46.804,-45.919,#fbfbda,-0.499
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-13.6,44.02,40.49,L,Frontal-Parietal,3,roi273.png,61.791,-15.243,#FFFB00,0.589
-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,-8.58,36.25,27.37,L,Frontal-Parietal,3,roi288.png,55.29,-10.158,#FFFB00,0.533
-42.96,25.64,24.9,L,Frontal-Parietal,3,roi186.png,44.221,-44.333,#FFFB00,47.46,-56.78,16.04,R,Default,1,roi478.png,-35.229,47.674,#ff2700,-0.431
-42.96,25.64,24.9,L,Frontal-Parietal,3,roi186.png,44.221,-44.333,#FFFB00,6.22,-49.39,29.34,R,Default,1,roi311.png,-29.874,6.387,#ff2700,-0.381
-42.96,25.64,24.9,L,Frontal-Parietal,3,roi186.png,44.221,-44.333,#FFFB00,45.57,-34.99,0.16,R,Default,1,roi412.png,-12.192,45.233,#ff2700,-0.427
-42.96,25.64,24.9,L,Frontal-Parietal,3,roi186.png,44.221,-44.333,#FFFB00,49.51,-13.25,-13.82,R,Default,1,roi618.png,10.751,48.634,#ff2700,-0.4
-42.96,25.64,24.9,L,Frontal-Parietal,3,roi186.png,44.221,-44.333,#FFFB00,46.98,-8.78,-26.33,R,Default,1,roi529.png,16.232,45.927,#ff2700,-0.389
-42.96,25.64,24.9,L,Frontal-Parietal,3,roi186.png,44.221,-44.333,#FFFB00,7.65,53.42,12.51,R,Default,1,roi593.png,74.013,5.617,#ff2700,-0.484
-42.96,25.64,24.9,L,Frontal-Parietal,3,roi186.png,44.221,-44.333,#FFFB00,50.99,-43.87,3.11,R,Ventral-Attention-Language,7,roi410.png,-21.18,50.852,#007d7d,-0.384
-42.96,25.64,24.9,L,Frontal-Parietal,3,roi186.png,44.221,-44.333,#FFFB00,51.66,-31.94,47.62,R,Frontal-Parietal,3,roi392.png,-13.128,51.591,#FFFB00,0.551
-42.96,25.64,24.9,L,Frontal-Parietal,3,roi186.png,44.221,-44.333,#FFFB00,41.75,31.83,19.67,R,Frontal-Parietal,3,roi496.png,52.598,40.196,#FFFB00,0.592
-42.96,25.64,24.9,L,Frontal-Parietal,3,roi186.png,44.221,-44.333,#FFFB00,-44.67,4.76,15.56,L,First-Dorsal-Attention,5,roi188.png,24.194,-45.684,#c46b8b,0.545
-42.96,25.64,24.9,L,Frontal-Parietal,3,roi186.png,44.221,-44.333,#FFFB00,-48.87,-1.5,26.26,L,First-Dorsal-Attention,5,roi190.png,16.948,-49.682,#c46b8b,0.558
-42.96,25.64,24.9,L,Frontal-Parietal,3,roi186.png,44.221,-44.333,#FFFB00,-56.07,-35.48,39.87,L,First-Dorsal-Attention,5,roi082.png,-18.223,-56.097,#c46b8b,0.533
-42.96,25.64,24.9,L,Frontal-Parietal,3,roi186.png,44.221,-44.333,#FFFB00,-41.58,-60.37,-13.06,L,First-Dorsal-Attention,5,roi225.png,-38.141,-41.475,#c46b8b,0.544
-42.96,25.64,24.9,L,Frontal-Parietal,3,roi186.png,44.221,-44.333,#FFFB00,-11.95,42.92,7.33,L,Salience,8,roi281.png,63.595,-13.802,#822082,-0.453
-42.96,25.64,24.9,L,Frontal-Parietal,3,roi186.png,44.221,-44.333,#FFFB00,-39.13,39.25,17.98,L,Frontal-Parietal,3,roi180.png,58.454,-40.827,#FFFB00,0.638
-42.96,25.64,24.9,L,Frontal-Parietal,3,roi186.png,44.221,-44.333,#FFFB00,-45.7,32.2,19.14,L,Frontal-Parietal,3,roi179.png,51.195,-47.245,#FFFB00,0.648
-14.66,24.08,54.88,L,Frontal-Parietal,3,roi290.png,40.665,-15.798,#FFFB00,51.63,-47.47,17.93,R,Cingulo-opercular,9,roi400.png,-26.032,51.668,#fbfbda,-0.385
-14.66,24.08,54.88,L,Frontal-Parietal,3,roi290.png,40.665,-15.798,#FFFB00,48.58,-40.18,36.04,R,Cingulo-opercular,9,roi402.png,-20.399,48.597,#fbfbda,-0.413
-14.66,24.08,54.88,L,Frontal-Parietal,3,roi290.png,40.665,-15.798,#FFFB00,3.3,-37.49,59.52,R,Cingulo-opercular,9,roi350.png,-20.689,3.437,#fbfbda,-0.385
-14.66,24.08,54.88,L,Frontal-Parietal,3,roi290.png,40.665,-15.798,#FFFB00,47.39,-0.98,36.22,R,Cingulo-opercular,9,roi491.png,18.606,46.615,#fbfbda,-0.39
-14.66,24.08,54.88,L,Frontal-Parietal,3,roi290.png,40.665,-15.798,#FFFB00,45.87,15.7,26.53,R,Cingulo-opercular,9,roi500.png,36.025,44.69,#fbfbda,-0.439
-14.66,24.08,54.88,L,Frontal-Parietal,3,roi290.png,40.665,-15.798,#FFFB00,39.23,16.12,9.95,R,Cingulo-opercular,9,roi424.png,37.738,37.927,#fbfbda,-0.445
-14.66,24.08,54.88,L,Frontal-Parietal,3,roi290.png,40.665,-15.798,#FFFB00,-37.3,18.51,7.58,L,Cingulo-opercular,9,roi114.png,38.733,-38.65,#fbfbda,-0.399
-14.66,24.08,54.88,L,Frontal-Parietal,3,roi290.png,40.665,-15.798,#FFFB00,-57.07,-30.86,22.86,L,Cingulo-opercular,9,roi171.png,-12.173,-57.309,#fbfbda,-0.427
-14.66,24.08,54.88,L,Frontal-Parietal,3,roi290.png,40.665,-15.798,#FFFB00,-11.56,-32.76,47.55,L,Cingulo-opercular,9,roi044.png,-15.252,-11.599,#fbfbda,-0.379
-14.66,24.08,54.88,L,Frontal-Parietal,3,roi290.png,40.665,-15.798,#FFFB00,-46.13,-33.06,-2.03,L,Cingulo-opercular,9,roi099.png,-11.987,-46.501,#fbfbda,-0.391
-14.66,24.08,54.88,L,Frontal-Parietal,3,roi290.png,40.665,-15.798,#FFFB00,-51.74,-44.77,31.65,L,Cingulo-opercular,9,roi094.png,-26.677,-51.637,#fbfbda,-0.381
-14.66,24.08,54.88,L,Frontal-Parietal,3,roi290.png,40.665,-15.798,#FFFB00,-53.19,-49.68,15.31,L,Cingulo-opercular,9,roi104.png,-30.186,-53.101,#fbfbda,-0.388
-14.66,24.08,54.88,L,Frontal-Parietal,3,roi290.png,40.665,-15.798,#FFFB00,-46.28,-67.62,2.49,L,Cingulo-opercular,9,roi159.png,-46.804,-45.919,#fbfbda,-0.391
-14.66,24.08,54.88,L,Frontal-Parietal,3,roi290.png,40.665,-15.798,#FFFB00,-12.83,58.43,18.82,L,Frontal-Parietal,3,roi284.png,78.032,-14.916,#FFFB00,0.653
-14.66,24.08,54.88,L,Frontal-Parietal,3,roi290.png,40.665,-15.798,#FFFB00,-13.6,44.02,40.49,L,Frontal-Parietal,3,roi273.png,61.791,-15.243,#FFFB00,0.612
-6.05,24.02,-9.92,L,Frontal-Parietal,3,roi196.png,46.382,-7.641,#FFFB00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-6.05,24.02,-9.92,L,Frontal-Parietal,3,roi196.png,46.382,-7.641,#FFFB00
-24.39,22.42,-14.15,L,Frontal-Parietal,3,roi204.png,44.773,-25.974,#FFFB00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-24.39,22.42,-14.15,L,Frontal-Parietal,3,roi204.png,44.773,-25.974,#FFFB00
-6.64,22.26,45.25,L,Frontal-Parietal,3,roi026.png,39.851,-7.81,#FFFB00,5.13,21.94,43.08,R,Frontal-Parietal,3,roi337.png,39.964,3.948,#FFFB00,0.581
-6.64,22.26,45.25,L,Frontal-Parietal,3,roi026.png,39.851,-7.81,#FFFB00,40.92,-76.05,23.21,R,Cingulo-opercular,9,roi475.png,-55.178,41.576,#fbfbda,-0.397
-6.64,22.26,45.25,L,Frontal-Parietal,3,roi026.png,39.851,-7.81,#FFFB00,21.77,-44.32,70.25,R,Cingulo-opercular,9,roi439.png,-28.035,22.116,#fbfbda,-0.417
-6.64,22.26,45.25,L,Frontal-Parietal,3,roi026.png,39.851,-7.81,#FFFB00,51.86,-29.67,22.25,R,Cingulo-opercular,9,roi484.png,-8.671,51.568,#fbfbda,-0.403
-6.64,22.26,45.25,L,Frontal-Parietal,3,roi026.png,39.851,-7.81,#FFFB00,-57.07,-30.86,22.86,L,Cingulo-opercular,9,roi171.png,-12.173,-57.309,#fbfbda,-0.39
-6.64,22.26,45.25,L,Frontal-Parietal,3,roi026.png,39.851,-7.81,#FFFB00,-22.67,-44.12,64.61,L,Cingulo-opercular,9,roi071.png,-28.272,-22.357,#fbfbda,-0.428
-6.64,22.26,45.25,L,Frontal-Parietal,3,roi026.png,39.851,-7.81,#FFFB00,-46.28,-67.62,2.49,L,Cingulo-opercular,9,roi159.png,-46.804,-45.919,#fbfbda,-0.41
-6.64,22.26,45.25,L,Frontal-Parietal,3,roi026.png,39.851,-7.81,#FFFB00,-11.95,42.92,7.33,L,Salience,8,roi281.png,63.595,-13.802,#822082,-0.382
-6.64,22.26,45.25,L,Frontal-Parietal,3,roi026.png,39.851,-7.81,#FFFB00,-45.7,32.2,19.14,L,Frontal-Parietal,3,roi179.png,51.195,-47.245,#FFFB00,0.529
-6.64,22.26,45.25,L,Frontal-Parietal,3,roi026.png,39.851,-7.81,#FFFB00,-6.72,30.17,36.35,L,Frontal-Parietal,3,roi027.png,48.497,-8.113,#FFFB00,0.577
-33.32,22.05,46.04,L,Frontal-Parietal,3,roi296.png,39.019,-34.475,#FFFB00,-52.22,17.44,25.76,L,Cingulo-opercular,9,roi184.png,35.786,-53.418,#fbfbda,-0.392
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,40.92,-76.05,23.21,R,Cingulo-opercular,9,roi475.png,-55.178,41.576,#fbfbda,-0.405
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,58.09,-45.7,25.18,R,Cingulo-opercular,9,roi413.png,-24.761,58.141,#fbfbda,-0.381
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,21.77,-44.32,70.25,R,Cingulo-opercular,9,roi439.png,-28.035,22.116,#fbfbda,-0.429
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,48.58,-40.18,36.04,R,Cingulo-opercular,9,roi402.png,-20.399,48.597,#fbfbda,-0.399
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,3.3,-37.49,59.52,R,Cingulo-opercular,9,roi350.png,-20.689,3.437,#fbfbda,-0.453
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,12.08,-33.66,42.61,R,Cingulo-opercular,9,roi360.png,-15.231,12.02,#fbfbda,-0.389
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,51.86,-29.67,22.25,R,Cingulo-opercular,9,roi484.png,-8.671,51.568,#fbfbda,-0.43
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,9.91,-23.45,42.79,R,Cingulo-opercular,9,roi333.png,-5.122,9.644,#fbfbda,-0.429
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,37.93,-14.32,-4.54,R,Cingulo-opercular,9,roi419.png,8.643,37.143,#fbfbda,-0.39
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,35.88,-2,-10.56,R,Cingulo-opercular,9,roi420.png,21.392,34.802,#fbfbda,-0.45
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,42.84,0.81,5.01,R,Cingulo-opercular,9,roi425.png,22.99,41.812,#fbfbda,-0.401
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,34.5,2.64,8.3,R,Cingulo-opercular,9,roi434.png,24.355,33.46,#fbfbda,-0.439
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,2.37,15.91,29.61,R,Cingulo-opercular,9,roi346.png,35.064,1.217,#fbfbda,-0.415
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,39.23,16.12,9.95,R,Cingulo-opercular,9,roi424.png,37.738,37.927,#fbfbda,-0.482
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,43.66,40.25,6.65,R,Cingulo-opercular,9,roi427.png,62.15,41.844,#fbfbda,-0.404
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,27.3,40.4,28.59,R,Cingulo-opercular,9,roi586.png,60.064,25.638,#fbfbda,-0.435
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,-12.05,-24.75,44.62,L,Somatomotor,10,roi048.png,-7.031,-12.271,#00ffff,-0.406
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,-25.41,39.8,-9.43,L,Cingulo-opercular,9,roi205.png,61.655,-27.313,#fbfbda,-0.417
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,-33.98,36.38,28.87,L,Cingulo-opercular,9,roi289.png,54.762,-35.544,#fbfbda,-0.437
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,-37.3,18.51,7.58,L,Cingulo-opercular,9,roi114.png,38.733,-38.65,#fbfbda,-0.459
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,-8.1,6.79,37.44,L,Cingulo-opercular,9,roi024.png,25.086,-9.011,#fbfbda,-0.444
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,-37.22,4.37,10.59,L,Cingulo-opercular,9,roi115.png,24.39,-38.263,#fbfbda,-0.406
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,-36.84,-0.12,8.53,L,Cingulo-opercular,9,roi116.png,20.104,-37.806,#fbfbda,-0.418
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,-50.14,-1.62,3.65,L,Cingulo-opercular,9,roi185.png,18.755,-51.107,#fbfbda,-0.409
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,-37.48,-3.22,-11.01,L,Cingulo-opercular,9,roi111.png,18.691,-38.52,#fbfbda,-0.459
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,-53.07,-3.26,11.58,L,Cingulo-opercular,9,roi169.png,16.375,-53.948,#fbfbda,-0.407
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,-4.89,-4.51,57.77,L,Cingulo-opercular,9,roi052.png,12.142,-5.431,#fbfbda,-0.401
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,-54.39,-21.23,16.53,L,Cingulo-opercular,9,roi173.png,-1.979,-54.869,#fbfbda,-0.394
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,-57.07,-30.86,22.86,L,Cingulo-opercular,9,roi171.png,-12.173,-57.309,#fbfbda,-0.469
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,-11.56,-32.76,47.55,L,Cingulo-opercular,9,roi044.png,-15.252,-11.599,#fbfbda,-0.491
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,-55.6,-33.17,11.07,L,Cingulo-opercular,9,roi100.png,-13.425,-55.875,#fbfbda,-0.41
-36.23,20.62,31.21,L,Frontal-Parietal,3,roi178.png,38.815,-37.458,#FFFB00,-41.5,-38.79,24.08,L,Cingulo-opercular,9,roi095.png,-19.853,-41.574,#fbfbda,-0.396
